Sp,lon,lat,Source
Slat,-114.791667,68.791667,Museum
Slat,-119.041667,76.041667,Museum
Slat,-77.875,62.458333,Museum
Slat,-119.375,76.125,Museum
Slat,-118.541667,75.458333,Museum
Slat,-120.958333,75.708333,Museum
Slat,-69.791667,62.791667,Museum
Slat,-72.291667,63.958333,Museum
Slat,-71.958333,61.625,Museum
Slat,-77.875,72.708333,Museum
Slat,-106.375,74.958333,Museum
Slat,-105.458333,75.458333,Museum
Slat,-105.791667,75.125,Museum
Slat,-108.791667,68.875,Museum
Slat,-125.125,71.958333,Museum
Slat,-124.708333,74.375,Museum
Slat,-67.375,63.458333,Museum
Slat,-66.875,62.958333,Museum
Slat,-104.791667,68.291667,Museum
Slat,-104.375,68.958333,Museum
Slat,-124.791667,70.208333,Museum
Slat,-95.875,68.625,Museum
Slat,-92.041667,62.791667,Museum
Slat,-86.208333,66.541667,Museum
Slat,-89.875,68.541667,Museum
Slat,-83.291667,64.125,Museum
Slat,-82.208333,64.708333,Museum
Slat,-94.458333,71.958333,Museum
Slat,-94.041667,61.125,Museum
Slat,-92.291667,62.791667,Museum
Slat,-115.041667,68.875,Museum
Slat,-124.541667,70.208333,Museum
Slat,-98.375,69.625,Museum
Slat,-100.375,68.708333,Museum
Slat,-93.375,75.208333,Museum
Slat,-96.125,69.208333,Museum
Slat,-91.541667,70.125,Museum
Slat,-125.791667,69.458333,Museum
Slat,-94.375,72.041667,Museum
Slat,-89.875,76.041667,Museum
Slat,-89.708333,76.375,Museum
Slat,-92.541667,75.291667,Museum
Slat,-96.541667,75.375,Museum
Slat,-96.791667,75.708333,Museum
Slat,-84.208333,75.875,Museum
Slat,-93.791667,72.708333,Museum
Slat,-89.458333,76.958333,Museum
Slat,-93.958333,74.625,Museum
Slat,-107.708333,76.125,Museum
Slat,-103.791667,75.458333,Museum
Slat,-100.708333,75.291667,Museum
Slat,-99.375,74.958333,Museum
Slat,-98.041667,74.958333,Museum
Slat,-97.708333,75.375,Museum
Slat,-85.458333,75.625,Museum
Slat,-95.125,77.208333,Museum
Slat,-75.958333,79.291667,Museum
Slat,-64.791667,81.625,Museum
Slat,-61.125,82.458333,Museum
Slat,-74.625,78.875,Museum
Slat,-74.291667,78.791667,Museum
Slat,-96.958333,76.875,Museum
Slat,-93.958333,74.125,Museum
Slat,-95.291667,76.125,Museum
Slat,-92.708333,69.708333,Museum
Slat,-92.958333,74.125,Museum
Slat,-147.458333,70.208333,Saunders
