Sp,lon,lat,Source,
Ldig,-17.625,65.95833333,OBIS,
Ldig,-5.291666667,51.875,OBIS,
Ldig,-4.875,54.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-8.375,54.875,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-9.708333333,51.79166667,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,-0.875,54.625,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-62.375,44.875,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.708333333,48.54166667,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-4.958333333,51.70833333,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.79166667,57.54166667,OBIS,
Ldig,-9.791666667,51.625,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.625,57.79166667,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.54166667,57.95833333,OBIS,
Ldig,11.29166667,58.125,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,12.375,56.875,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.125,51.70833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.70833333,57.54166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.375,53.45833333,OBIS,
Ldig,-3.791666667,50.125,OBIS,
Ldig,-1.958333333,49.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-3.958333333,48.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-5.791666667,56.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-5.291666667,51.70833333,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,-3.958333333,51.54166667,OBIS,
Ldig,11.70833333,57.54166667,OBIS,
Ldig,-4.541666667,48.375,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.20833333,58.45833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-5.041666667,51.70833333,OBIS,
Ldig,-4.541666667,53.375,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,-9.791666667,53.29166667,OBIS,
Ldig,-8.958333333,53.29166667,OBIS,
Ldig,-4.625,52.95833333,OBIS,
Ldig,-6.625,57.04166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.625,57.875,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,11.20833333,58.45833333,OBIS,
Ldig,11.54166667,57.875,OBIS,
Ldig,12.45833333,56.29166667,OBIS,
Ldig,-7.125,57.625,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.625,57.95833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.625,57.875,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.625,52.79166667,OBIS,
Ldig,-0.708333333,50.70833333,OBIS,
Ldig,11.54166667,57.875,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-4.708333333,51.70833333,OBIS,
Ldig,-3.875,57.79166667,OBIS,
Ldig,11.29166667,58.125,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-5.291666667,51.70833333,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-9.458333333,52.79166667,OBIS,
Ldig,-71.375,41.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,-5.958333333,56.70833333,OBIS,
Ldig,-5.208333333,51.70833333,OBIS,
Ldig,-4.875,54.625,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.208333333,51.70833333,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-2.541666667,59.20833333,OBIS,
Ldig,12.04166667,57.29166667,OBIS,
Ldig,-4.875,51.625,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,-1.958333333,49.29166667,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-4.875,51.625,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-1.041666667,50.70833333,OBIS,
Ldig,11.625,57.79166667,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.70833333,57.875,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,12.875,56.54166667,OBIS,
Ldig,12.45833333,56.29166667,OBIS,
Ldig,11.79166667,57.54166667,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,15.54166667,76.79166667,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-6.541666667,57.04166667,OBIS,
Ldig,-3.958333333,51.54166667,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,-4.708333333,48.04166667,OBIS,
Ldig,-17.20833333,66.20833333,OBIS,
Ldig,-5.291666667,51.875,OBIS,
Ldig,-6.375,56.54166667,OBIS,
Ldig,-3.541666667,54.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.291666667,53.20833333,OBIS,
Ldig,-4.958333333,51.70833333,OBIS,
Ldig,-5.208333333,51.70833333,OBIS,
Ldig,-5.125,51.70833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,12.04166667,57.29166667,OBIS,
Ldig,-5.041666667,51.54166667,OBIS,
Ldig,11.70833333,57.625,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,-4.541666667,53.20833333,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,12.45833333,56.29166667,OBIS,
Ldig,-5.291666667,51.70833333,OBIS,
Ldig,11.79166667,57.54166667,OBIS,
Ldig,-3.458333333,54.79166667,OBIS,
Ldig,-7.541666667,55.29166667,OBIS,
Ldig,-5.125,51.70833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-3.458333333,54.79166667,OBIS,
Ldig,-4.875,51.625,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,12.375,56.875,OBIS,
Ldig,15.54166667,76.79166667,OBIS,
Ldig,12.54166667,56.45833333,OBIS,
Ldig,-4.875,54.625,OBIS,
Ldig,-2.541666667,56.20833333,OBIS,
Ldig,-9.375,51.54166667,OBIS,
Ldig,-9.625,53.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,-1.541666667,50.70833333,OBIS,
Ldig,-66.45833333,45.04166667,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,-5.208333333,51.70833333,OBIS,
Ldig,-71.45833333,41.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.708333333,52.875,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,12.375,56.875,OBIS,
Ldig,-94.29166667,58.79166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.541666667,54.70833333,OBIS,
Ldig,12.45833333,56.29166667,OBIS,
Ldig,11.20833333,58.45833333,OBIS,
Ldig,-4.541666667,48.375,OBIS,
Ldig,12.875,56.45833333,OBIS,
Ldig,-8.458333333,54.875,OBIS,
Ldig,-0.291666667,54.20833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-3.541666667,54.70833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-2.541666667,56.20833333,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,12.45833333,56.29166667,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.958333333,56.70833333,OBIS,
Ldig,-5.125,51.79166667,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.208333333,51.79166667,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,-2.875,47.54166667,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.708333333,51.625,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-3.541666667,48.875,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.70833333,55.95833333,OBIS,
Ldig,-14.375,64.70833333,OBIS,
Ldig,-4.958333333,51.70833333,OBIS,
Ldig,11.875,57.54166667,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,12.375,56.875,OBIS,
Ldig,-0.125,54.125,OBIS,
Ldig,-5.041666667,51.625,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-17.20833333,66.20833333,OBIS,
Ldig,-5.208333333,51.95833333,OBIS,
Ldig,-4.291666667,53.20833333,OBIS,
Ldig,11.375,58.04166667,OBIS,
Ldig,-4.625,51.20833333,OBIS,
Ldig,4.208333333,53.625,OBIS,
Ldig,-1.708333333,60.29166667,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,12.375,56.875,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.625,57.625,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.291666667,51.875,OBIS,
Ldig,-1.625,60.29166667,OBIS,
Ldig,12.04166667,57.29166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-4.708333333,53.375,OBIS,
Ldig,12.375,56.875,OBIS,
Ldig,12.625,56.45833333,OBIS,
Ldig,12.875,56.45833333,OBIS,
Ldig,-4.125,52.625,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,-4.708333333,48.04166667,OBIS,
Ldig,12.04166667,57.29166667,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,-21.95833333,64.45833333,OBIS,
Ldig,-9.958333333,51.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,12.04166667,57.29166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,12.625,56.125,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,12.875,56.45833333,OBIS,
Ldig,-5.375,51.79166667,OBIS,
Ldig,12.625,56.375,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,-6.625,57.04166667,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.79166667,57.54166667,OBIS,
Ldig,-5.291666667,51.70833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-3.541666667,54.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.208333333,51.70833333,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,-5.291666667,51.70833333,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,-4.958333333,51.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,15.54166667,76.79166667,OBIS,
Ldig,-94.29166667,58.79166667,OBIS,
Ldig,-4.125,51.54166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-5.125,51.79166667,OBIS,
Ldig,-5.208333333,51.875,OBIS,
Ldig,-5.708333333,56.20833333,OBIS,
Ldig,-9.958333333,51.625,OBIS,
Ldig,-3.958333333,51.54166667,OBIS,
Ldig,-4.708333333,52.875,OBIS,
Ldig,-4.458333333,53.45833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-66.45833333,45.04166667,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-66.875,45.04166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,0.291666667,49.70833333,OBIS,
Ldig,12.70833333,56.375,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,-5.958333333,56.70833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,11.45833333,57.875,OBIS,
Ldig,-4.375,53.45833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-3.958333333,48.70833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.70833333,57.54166667,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-4.708333333,51.625,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,11.20833333,58.45833333,OBIS,
Ldig,-3.875,47.875,OBIS,
Ldig,-4.458333333,54.70833333,OBIS,
Ldig,-2.375,59.29166667,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-6.041666667,52.95833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,-2.625,59.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.45833333,57.875,OBIS,
Ldig,-4.708333333,52.79166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.958333333,56.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.291666667,54.875,OBIS,
Ldig,-70.875,41.375,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,-0.541666667,49.375,OBIS,
Ldig,-14.375,64.70833333,OBIS,
Ldig,-4.458333333,54.125,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-17.625,65.95833333,OBIS,
Ldig,-4.625,52.95833333,OBIS,
Ldig,11.625,57.875,OBIS,
Ldig,-5.125,51.79166667,OBIS,
Ldig,-8.958333333,53.125,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.45833333,58.29166667,OBIS,
Ldig,11.70833333,57.625,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,11.79166667,57.54166667,OBIS,
Ldig,-4.375,53.45833333,OBIS,
Ldig,12.45833333,56.29166667,OBIS,
Ldig,12.625,56.45833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,-9.791666667,51.79166667,OBIS,
Ldig,-5.041666667,51.625,OBIS,
Ldig,11.54166667,57.875,OBIS,
Ldig,-5.708333333,56.20833333,OBIS,
Ldig,-66.875,45.04166667,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,-3.625,48.875,OBIS,
Ldig,-5.041666667,51.70833333,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,-1.208333333,60.04166667,OBIS,
Ldig,-3.875,48.70833333,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-4.291666667,53.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.958333333,48.375,OBIS,
Ldig,-0.541666667,54.45833333,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,-4.708333333,51.70833333,OBIS,
Ldig,-60.95833333,45.29166667,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-4.958333333,51.70833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.041666667,58.375,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,-5.125,58.375,OBIS,
Ldig,-4.625,53.29166667,OBIS,
Ldig,-4.625,52.95833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.20833333,58.45833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-5.125,51.70833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.625,56.45833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-5.208333333,51.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.791666667,51.625,OBIS,
Ldig,-9.125,53.20833333,OBIS,
Ldig,-8.625,54.29166667,OBIS,
Ldig,-6.541666667,57.04166667,OBIS,
Ldig,-2.458333333,50.625,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-21.95833333,64.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,-4.458333333,52.95833333,OBIS,
Ldig,-5.958333333,56.70833333,OBIS,
Ldig,12.04166667,57.29166667,OBIS,
Ldig,-4.541666667,54.70833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-0.375,54.29166667,OBIS,
Ldig,-3.458333333,48.875,OBIS,
Ldig,11.875,57.54166667,OBIS,
Ldig,15.54166667,76.79166667,OBIS,
Ldig,12.45833333,56.29166667,OBIS,
Ldig,-4.375,54.70833333,OBIS,
Ldig,-4.958333333,51.70833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.54166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-2.875,47.54166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-22.04166667,64.375,OBIS,
Ldig,-0.291666667,54.20833333,OBIS,
Ldig,-5.708333333,56.20833333,OBIS,
Ldig,-14.125,64.70833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,2.625,51.125,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.958333333,51.70833333,OBIS,
Ldig,-13.70833333,65.20833333,OBIS,
Ldig,-4.625,52.79166667,OBIS,
Ldig,-3.958333333,50.125,OBIS,
Ldig,-5.708333333,56.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-70.20833333,43.625,OBIS,
Ldig,-4.708333333,48.04166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.125,51.70833333,OBIS,
Ldig,12.125,57.20833333,OBIS,
Ldig,-14.375,64.70833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.041666667,51.54166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-4.291666667,53.20833333,OBIS,
Ldig,-4.458333333,53.45833333,OBIS,
Ldig,-7.791666667,51.95833333,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,-5.041666667,51.54166667,OBIS,
Ldig,-63.95833333,44.45833333,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.541666667,53.20833333,OBIS,
Ldig,-66.70833333,45.04166667,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,-3.791666667,53.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.375,58.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.54166667,57.875,OBIS,
Ldig,-4.958333333,54.70833333,OBIS,
Ldig,-6.125,53.20833333,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,-5.125,51.79166667,OBIS,
Ldig,-4.625,53.29166667,OBIS,
Ldig,-3.458333333,48.875,OBIS,
Ldig,-5.208333333,51.70833333,OBIS,
Ldig,-5.958333333,56.70833333,OBIS,
Ldig,12.625,55.95833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.79166667,57.54166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,11.375,58.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.04166667,57.29166667,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-3.458333333,48.875,OBIS,
Ldig,11.20833333,58.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.291666667,51.70833333,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,-0.708333333,54.54166667,OBIS,
Ldig,-5.958333333,56.70833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-14.20833333,64.625,OBIS,
Ldig,11.54166667,57.95833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.29166667,58.125,OBIS,
Ldig,-4.125,53.20833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,11.29166667,58.29166667,OBIS,
Ldig,12.875,56.45833333,OBIS,
Ldig,12.70833333,56.45833333,OBIS,
Ldig,-4.208333333,51.54166667,OBIS,
Ldig,-4.208333333,53.375,OBIS,
Ldig,-4.958333333,48.375,OBIS,
Ldig,-7.125,57.625,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-6.625,57.04166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-5.041666667,51.70833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,12.45833333,56.29166667,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,-5.208333333,51.95833333,OBIS,
Ldig,-0.291666667,54.20833333,OBIS,
Ldig,11.29166667,58.125,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,-9.541666667,52.79166667,OBIS,
Ldig,12.04166667,57.29166667,OBIS,
Ldig,-4.291666667,53.375,OBIS,
Ldig,12.54166667,56.29166667,OBIS,
Ldig,12.45833333,56.875,OBIS,
Ldig,-9.458333333,52.79166667,OBIS,
Ldig,-66.875,45.04166667,OBIS,
Ldig,-4.625,52.79166667,OBIS,
Ldig,-5.875,56.70833333,OBIS,
Ldig,11.79166667,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-4.208333333,53.29166667,OBIS,
Ldig,12.625,56.375,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,11.875,57.375,OBIS,
Ldig,-6.291666667,49.95833333,OBIS,
Ldig,11.875,57.45833333,OBIS,
Ldig,-5.041666667,51.70833333,OBIS,
Ldig,12.70833333,56.45833333,OBIS,
Ldig,12.04166667,57.20833333,OBIS,
