Accession No,Collector Number,"DateYear All the samples have collection, dates. We had a challenge determinng how to format the date and what field(s) Here is presented identification date, when specifically identified on th eherbarium sheet",Identifier Name,Phylum,Class,Order,Family,Genus,Species,Variety,Form,Continent,Country,Territory,District,Locality,Latitude,Longitude
13558,1515,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Prevost Island    ,48.83,-123.38
13559,1516,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.78,-123.28
13560,1517,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.78,-123.28
13561,1518,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.78,-123.28
13562,1519,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.775,-123.2686
13571,1523,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.8129,-123.3227
13574,1524,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Prevost Island    ,48.83,-123.38
13576,1525,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.78,-123.28
13578,1526,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.78,-123.28
13579,1527,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.78,-123.28
13580,1528,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,North Pender Island    ,48.78,-123.28
13581,1529,,"Melville, S. von",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Prevost Island    ,48.83,-123.38
13847,1560,,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Resolute Bay    ,74,-95
14137,1630,,"Druehl, L.D",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,Eurasia,Japan, ,,Muroran Inst. Algologicial Res.   ,42.35,140.98
14153,1643,,"Druehl, L.D",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,Eurasia,Japan, ,,Muroran Inst. Algologicial Res.   ,42.35,140.98
14176,1660,,"Druehl, L.D",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,Eurasia,Japan, ,,Nossapu Misaki (Nemuro).   ,43.37,145.6
14239,1713,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,Eurasia,Japan, ,,Koetoi (Wakkanai) northern Japan.  ,,
14265,1730,,"Druehl, L.D",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,Eurasia,Japan, ,,Katsurakoi (Kushiro).   ,42.9631,144.3689
14266,1731,,"Druehl, L.D",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,Eurasia,Japan, ,,Nosapu Misaki (Nemuro).   ,43.37,145.6
14471,1792,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Barkley Sound Diana Island Deer Group.  ,,
14473,1793,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Trevor Channel Brady's Beach at southwest end Mills Peninsula. ,48.8242,-125.1567
14480,1794,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Trevor Channel Second Beach north of Whittlestone Point.  ,48.815,-125.1733
14481,1795,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Trevor Channel Brady's Beach at southwest end Mills Peninsula.  ,48.8242,-125.1567
14709,1910,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Bamfield Inlet Bamfield Marine Station.   ,48.8367,-125.1342
14719,1918,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Brady's Beach At SW end of Mills Peninsula Trevor Channel. ,48.8242,-125.1567
14734,1924,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Ross Islets Off Fleming Island Deer Group Barkley Sound. ,48.8733,-125.1583
14778,1953,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Trevor Channel Second Beach north of Whittlestone Point.   ,48.815,-125.1733
14790,1957,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Wickaninnish Bay At south end of rocky point Pacific Rim National Park. ,49.0117,-125.6767
14791,1958,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Wickaninnish Bay At south end of rocky point Pacific Rim National Park. ,49.0117,-125.6767
14796,1962,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Trevor Channel Second Beach north of Whittlestone Point.  ,48.815,-125.1733
14799,1963,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Barkley Sound Diana Island Deer Group.  ,48.8583,-125.1917
14800,1965,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Barkley Sound Diana Island Deer Group.  ,48.8583,-125.1917
14801,1966,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Trevor Channel Second Beach north of Whittlestone Point.  ,48.8025,-125.1733
14802,1967,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Trevor Channel Second Beach north of Whittlestone Point.  ,48.8025,-125.1733
14846,2005,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Barkley Sound Diana Island Deer Group.  ,48.8583,-125.1917
15310,2127,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour Bay.   ,48.355,-123.725
15311,2128,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour Bay.   ,48.355,-123.725
15312,2129,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Qualicum Beach Tidal flat at north end of.   ,49.3583,-124.46
15313,2130,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour Bay.   ,48.355,-123.725
15314,2131,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Glacier Point West side of cove with beachhouse.   ,48.3967,-123.9817
15315,2132,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Qualicum Beach Tidal flat at north end of.   ,49.3583,-124.46
15316,2133,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,New Westminister District,Stanley Park 0.8 miles west of Brockton Point Vancouver.  On large flat boulders.  ,49.3083,-123.135
15317,2134,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,New Westminister District,Stanley Park 0.8 miles west of Brockton Point Vancouver.  On large flat boulders.  ,49.3083,-123.135
15373,2139,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,"Roquefeuile Bay ""(""""Kelp Bay"""")"" Trevor Channel.  ",48.8567,-125.1083
15676,2156,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,San Juan Point East of Juan de Fuca Strait.  ,48.525,-124.4417
15681,2157,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,San Juan Point East of Juan de Fuca Strait.  ,48.525,-124.4417
15688,2161,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,San Juan Point East of Juan de Fuca Strait.  ,48.525,-124.4417
15701,2171,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,San Juan Point East of Juan de Fuca Strait.  ,48.525,-124.4417
15728,2190,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Austin Island East side of Broken Group Barkley Sound Pacific Rim National Park.,48.8633,-125.31
15737,2199,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Amphitrite Point Just below lighthouse Ucluelet Peninsula.  ,48.92,-125.54
15738,2200,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Amphitrite Point Just below lighthouse Ucluelet Peninsula.  ,48.92,-125.54
15786,2230,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Amphitrite Point Just below lighthouse Ucluelet Peninsula.  ,48.92,-125.54
15879,2303,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,New Brunswick,Cherlotte County,Campobello Island Passamaquoddy Bay.   ,44.88,-66.92
15960,2359,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Québec,Chanbly County,Longueuil    ,45.53,-73.5
16531,2490,,"Kittle, D",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Wizard Islet Deer Group Barkley Sound.  ,48.8564,-125.175
16565,2504,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Ross Islets Deer Group Barkley Sound.  ,48.875,-125.1542
16566,2505,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Diana Island Deer Group Barkley Sound.  ,48.845,-125.1831
16567,2506,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Ross Islets Deer Group Barkley Sound.  ,48.8722,-125.1611
16576,2512,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Cable Beach Mills Peninsula.   ,48.8233,-125.155
16616,2537,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Roquefeuil Bay Trevor Channel.   ,48.8633,-125.1042
16618,2539,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Barkley Sound Ross Islets Deer Group.  ,48.8722,-125.1611
16619,2540,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Barkley Sound Ross Islets Deer Group.  ,48.8722,-125.1611
16643,2556,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,South Pender Island Southwest of Gowland Point Gulf Islands.  ,48.73,-123.19
16674,2574,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Dodger Channel Between Diana and Haines Island Deer Group Barclay Sound. ,48.83,-125.19
16710,2592,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Cable Beach Mills Peninsula.   ,48.8233,-125.155
16712,2594,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Cable Beach Mills Peninsula.   ,48.825,-125.155
16754,2619,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Northwest Territory,Franklin District,Viscount Melville Sound SSE of Little Point ca 2 miles offshore Melville Island. ,74.98,-106.3917
16755,2620,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Melville Island Viscount Melville Sound SSE of Little Point ca 2 miles offshore. ,74.98,-106.3917
16756,2621,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel South side of point 3 miles south of Robertson Point Melville Island.  ,75.1367,-105.8667
16757,2622,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Byam Martin Island Viscount Melville Sound 0.6 miles offshore from point 5 miles south of Kay Point.  ,75.0633,-104.5417
16758,2623,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel 0.5 miles offshore from south corner of Nelson Griffiths Point Melville Island.  ,75.05,-105.97
16759,2624,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel 0.5 miles offshore from south corner of Nelson Griffiths Point Melville Island.  ,75.05,-105.97
16760,2625,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel North side of point 3 miles south of Robertson Point Melville Island.  ,75.15,-105.85
16761,2626,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel North side of point 3 miles south of Robertson Point Melville Island.  ,75.15,-105.85
16762,2627,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Viscount Melville Sound ""SSE of Little Point, ca 2 miles offshore"" Melville Island.  Beneath 2 m ice cover.  ",74.98,-106.3917
16763,2628,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Viscount Melville Sound ""SSE of Little Point, ca 2 miles offshore"" Melville Island.  Beneath 2 m ice cover.  ",74.98,-106.3917
16764,2629,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Viscount Melville Sound ""SSE of Little Point, ca 2 miles offshore"" Melville Island.  Beneath 2 m ice cover.  ",74.98,-106.3917
16765,2630,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Viscount Melville Sound ""SSE of Little Point, ca 2 miles offshore"" Melville Island.  Beneath 2 m ice cover.  ",74.98,-106.3917
16766,2631,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel 0.5 miles offshore from south corner of Nelson Griffiths Point Melville Island.  ,75.05,-105.97
16767,2632,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel 0.4 miles from shore 1 mile south of Richardson Point Melville Island.  Beneath 2 m ice cover.  ,75.5417,-105.5
16768,2633,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel 0.4 miles from shore 1 mile south of Richardson Point Melville Island.  Beneath 2 m ice cover.  ,75.5417,-105.5
16769,2634,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Byam Channel South side of point 3 miles south of Robertson Point Melville Island.  Beneath 2 m ice cover.  ,75.1367,-105.8667
16851,2662,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Victoria Island Western mouth of Starvation Cove Dease Strait.  ,69.155,-109.0083
16852,2663,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Victoria Island Western mouth of Starvation Cove Dease Strait.  ,69.155,-109.0083
16853,2664,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Victoria Island Western mouth of Starvation Cove Dease Strait.  ,69.155,-109.0083
16854,2665,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Victoria Island Western mouth of Starvation Cove Dease Strait.  ,69.155,-109.0083
16855,2666,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Banks Island In sheltered bay off Sachs Harbour village.  Lying loose on mud bottom.   ,71.97,-125.14
16856,2667,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Banks Island In sheltered bay off Sachs Harbour village.  Lying loose on mud bottom.   ,71.97,-125.14
16857,2668,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Cape Prince Alfred Westernmost inlet of opposite Gore Islands Beaufort Sea northwest Banks Island.,74.3383,-124.7333
16962,2675,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Baffin Island ""Frobisher Bay, head of Cormack Bay.""   ",63.47,-67.37
