Model.name,Eval.metric,Testing.data,Evaluating.data,Cutoff,Sensitivity,Specificity,sps
MAXENT.Phillips_RUN4_PA1,TSS,0.746,NA,232,90.566,84,Aesc
MAXENT.Phillips_RUN4_PA1,ROC,0.923,NA,232.5,90.566,84,Aesc
MAXENT.Phillips_RUN4_PA1,FAR,0.929,NA,949,49.057,99.333,Aesc
MAXENT.Phillips_RUN4_PA1,ACCURACY,0.924,NA,697,56.604,98.667,Aesc
MAXENT.Phillips_RUN4_PA1,SR,0.929,NA,949,49.057,99.333,Aesc
GLM_RUN4_PA1,TSS,0.686,NA,717.5,84.906,83.667,Aesc
GLM_RUN4_PA1,ROC,0.908,NA,730,84.906,84.333,Aesc
GLM_RUN4_PA1,FAR,1,NA,890,5.66,100,Aesc
GLM_RUN4_PA1,ACCURACY,0.901,NA,837,60.377,95,Aesc
GLM_RUN4_PA1,SR,1,NA,890,5.66,100,Aesc
ANN_RUN4_PA1,TSS,0.679,NA,284,90.566,77.333,Aesc
ANN_RUN4_PA1,ROC,0.902,NA,281,90.566,77.333,Aesc
ANN_RUN4_PA1,FAR,0.857,NA,948,13.208,99.667,Aesc
ANN_RUN4_PA1,ACCURACY,0.892,NA,843,58.491,94.333,Aesc
ANN_RUN4_PA1,SR,0.857,NA,948,13.208,99.667,Aesc
RF_RUN4_PA1,TSS,0.811,NA,457,86.792,94.333,Aesc
RF_RUN4_PA1,ROC,0.964,NA,460,86.792,94.333,Aesc
RF_RUN4_PA1,FAR,0.968,NA,955,56.604,99.667,Aesc
RF_RUN4_PA1,ACCURACY,0.941,NA,646,83.019,96,Aesc
RF_RUN4_PA1,SR,0.968,NA,955,56.604,99.667,Aesc
GAM_RUN4_PA1,TSS,0.715,NA,377,86.792,84.333,Aesc
GAM_RUN4_PA1,ROC,0.879,NA,380.5,86.792,84.667,Aesc
GAM_RUN4_PA1,FAR,0.688,NA,937,20.755,98,Aesc
GAM_RUN4_PA1,ACCURACY,0.89,NA,872,62.264,93.667,Aesc
GAM_RUN4_PA1,SR,0.688,NA,937,20.755,98,Aesc
MAXENT.Phillips_RUN5_PA1,TSS,0.674,NA,421,77.358,90,Aesc
MAXENT.Phillips_RUN5_PA1,ROC,0.911,NA,426,77.358,90,Aesc
MAXENT.Phillips_RUN5_PA1,FAR,0.909,NA,955,56.604,99,Aesc
MAXENT.Phillips_RUN5_PA1,ACCURACY,0.926,NA,955,56.604,99,Aesc
MAXENT.Phillips_RUN5_PA1,SR,0.909,NA,955,56.604,99,Aesc
GLM_RUN5_PA1,TSS,0.689,NA,768,79.245,89.667,Aesc
GLM_RUN5_PA1,ROC,0.9,NA,770,79.245,89.667,Aesc
GLM_RUN5_PA1,FAR,0.692,NA,903,16.981,98.667,Aesc
GLM_RUN5_PA1,ACCURACY,0.881,NA,808.5,71.698,90.333,Aesc
GLM_RUN5_PA1,SR,0.692,NA,903,16.981,98.667,Aesc
ANN_RUN5_PA1,TSS,0.77,NA,360,94.34,82.667,Aesc
ANN_RUN5_PA1,ROC,0.928,NA,359.5,94.34,82.667,Aesc
ANN_RUN5_PA1,FAR,0.909,NA,948,24.528,99.333,Aesc
ANN_RUN5_PA1,ACCURACY,0.909,NA,914.5,54.717,97,Aesc
ANN_RUN5_PA1,SR,0.909,NA,948,24.528,99.333,Aesc
RF_RUN5_PA1,TSS,0.803,NA,224,88.679,91.667,Aesc
RF_RUN5_PA1,ROC,0.965,NA,222.5,88.679,91.667,Aesc
RF_RUN5_PA1,FAR,0.966,NA,990,52.83,99.333,Aesc
RF_RUN5_PA1,ACCURACY,0.949,NA,721,79.245,97.667,Aesc
RF_RUN5_PA1,SR,0.966,NA,990,52.83,99.333,Aesc
GAM_RUN5_PA1,TSS,0.692,NA,150,90.566,78.667,Aesc
GAM_RUN5_PA1,ROC,0.907,NA,450.5,84.906,84.333,Aesc
GAM_RUN5_PA1,FAR,0.633,NA,912,58.491,94,Aesc
GAM_RUN5_PA1,ACCURACY,0.89,NA,857,67.925,92.667,Aesc
GAM_RUN5_PA1,SR,0.633,NA,912,58.491,94,Aesc
MAXENT.Phillips_RUN1_PA2,TSS,0.715,NA,212,92.453,79,Aesc
MAXENT.Phillips_RUN1_PA2,ROC,0.926,NA,214.5,92.453,79,Aesc
MAXENT.Phillips_RUN1_PA2,FAR,0.867,NA,970,50.943,98.667,Aesc
MAXENT.Phillips_RUN1_PA2,ACCURACY,0.926,NA,758,64.151,97.333,Aesc
MAXENT.Phillips_RUN1_PA2,SR,0.867,NA,970,50.943,98.667,Aesc
GLM_RUN1_PA2,TSS,0.73,NA,406.5,94.34,78.667,Aesc
GLM_RUN1_PA2,ROC,0.928,NA,418,94.34,79,Aesc
GLM_RUN1_PA2,FAR,0.833,NA,926,11.321,99.667,Aesc
GLM_RUN1_PA2,ACCURACY,0.915,NA,861,62.264,96.667,Aesc
GLM_RUN1_PA2,SR,0.833,NA,926,11.321,99.667,Aesc
ANN_RUN1_PA2,TSS,0.842,NA,486.5,96.226,88,Aesc
ANN_RUN1_PA2,ROC,0.952,NA,485,96.226,88,Aesc
ANN_RUN1_PA2,FAR,0.761,NA,941,66.038,96.333,Aesc
ANN_RUN1_PA2,ACCURACY,0.921,NA,907.5,69.811,95.667,Aesc
ANN_RUN1_PA2,SR,0.761,NA,941,66.038,96.333,Aesc
RF_RUN1_PA2,TSS,0.844,NA,92,98.113,86.333,Aesc
RF_RUN1_PA2,ROC,0.972,NA,66,100,84.667,Aesc
RF_RUN1_PA2,FAR,0.853,NA,990,54.717,98.333,Aesc
RF_RUN1_PA2,ACCURACY,0.941,NA,581,84.906,95.667,Aesc
RF_RUN1_PA2,SR,0.853,NA,990,54.717,98.333,Aesc
GAM_RUN1_PA2,TSS,0.768,NA,414,92.453,84.333,Aesc
GAM_RUN1_PA2,ROC,0.92,NA,413.5,92.453,84.333,Aesc
GAM_RUN1_PA2,FAR,0.75,NA,933,45.283,97.333,Aesc
GAM_RUN1_PA2,ACCURACY,0.918,NA,886,73.585,94.333,Aesc
GAM_RUN1_PA2,SR,0.75,NA,933,45.283,97.333,Aesc
MAXENT.Phillips_RUN2_PA2,TSS,0.483,NA,101,56.604,91.667,Aesc
MAXENT.Phillips_RUN2_PA2,ROC,0.759,NA,13.5,60.377,88.667,Aesc
MAXENT.Phillips_RUN2_PA2,FAR,0.639,NA,924,43.396,95.667,Aesc
MAXENT.Phillips_RUN2_PA2,ACCURACY,0.878,NA,858.5,43.396,95.333,Aesc
MAXENT.Phillips_RUN2_PA2,SR,0.639,NA,924,43.396,95.667,Aesc
GLM_RUN2_PA2,TSS,0.707,NA,434,94.34,76.333,Aesc
GLM_RUN2_PA2,ROC,0.901,NA,431,94.34,76.333,Aesc
GLM_RUN2_PA2,FAR,0.667,NA,929.5,9.434,98.667,Aesc
GLM_RUN2_PA2,ACCURACY,0.884,NA,851,62.264,93,Aesc
GLM_RUN2_PA2,SR,0.667,NA,929.5,9.434,98.667,Aesc
ANN_RUN2_PA2,TSS,0.731,NA,651.5,86.792,86.333,Aesc
ANN_RUN2_PA2,ROC,0.927,NA,652,86.792,86.333,Aesc
ANN_RUN2_PA2,FAR,0.867,NA,951,26.415,98.667,Aesc
ANN_RUN2_PA2,ACCURACY,0.904,NA,894.5,54.717,96.333,Aesc
ANN_RUN2_PA2,SR,0.867,NA,951,26.415,98.667,Aesc
RF_RUN2_PA2,TSS,0.822,NA,148,96.226,86,Aesc
RF_RUN2_PA2,ROC,0.965,NA,152,96.226,86,Aesc
RF_RUN2_PA2,FAR,0.87,NA,990,37.736,99,Aesc
RF_RUN2_PA2,ACCURACY,0.943,NA,671,81.132,96.667,Aesc
RF_RUN2_PA2,SR,0.87,NA,990,37.736,99,Aesc
GAM_RUN2_PA2,TSS,0.756,NA,407,90.566,85,Aesc
GAM_RUN2_PA2,ROC,0.926,NA,406.5,90.566,85,Aesc
GAM_RUN2_PA2,FAR,0.733,NA,941,47.17,97,Aesc
GAM_RUN2_PA2,ACCURACY,0.907,NA,885,73.585,93.333,Aesc
GAM_RUN2_PA2,SR,0.733,NA,941,47.17,97,Aesc
MAXENT.Phillips_RUN3_PA2,TSS,0.619,NA,106,73.585,88.333,Aesc
MAXENT.Phillips_RUN3_PA2,ROC,0.848,NA,106.5,73.585,88.333,Aesc
MAXENT.Phillips_RUN3_PA2,FAR,0.6,NA,985,56.604,93.333,Aesc
MAXENT.Phillips_RUN3_PA2,ACCURACY,0.878,NA,985,56.604,93.333,Aesc
MAXENT.Phillips_RUN3_PA2,SR,0.6,NA,985,56.604,93.333,Aesc
GLM_RUN3_PA2,TSS,0.743,NA,618.5,88.679,85.667,Aesc
GLM_RUN3_PA2,ROC,0.924,NA,621,88.679,85.667,Aesc
GLM_RUN3_PA2,FAR,1,NA,937,3.774,100,Aesc
GLM_RUN3_PA2,ACCURACY,0.909,NA,826,77.358,93.333,Aesc
GLM_RUN3_PA2,SR,1,NA,937,3.774,100,Aesc
ANN_RUN3_PA2,TSS,0.814,NA,371.5,98.113,83.333,Aesc
ANN_RUN3_PA2,ROC,0.935,NA,371.5,98.113,83.333,Aesc
ANN_RUN3_PA2,FAR,0.75,NA,950,20.755,98.667,Aesc
ANN_RUN3_PA2,ACCURACY,0.892,NA,878.5,67.925,93.333,Aesc
ANN_RUN3_PA2,SR,0.75,NA,950,20.755,98.667,Aesc
RF_RUN3_PA2,TSS,0.806,NA,229,90.566,90,Aesc
RF_RUN3_PA2,ROC,0.956,NA,229,90.566,90,Aesc
RF_RUN3_PA2,FAR,0.903,NA,985,52.83,99,Aesc
RF_RUN3_PA2,ACCURACY,0.926,NA,634,81.132,94.667,Aesc
RF_RUN3_PA2,SR,0.903,NA,985,52.83,99,Aesc
GAM_RUN3_PA2,TSS,0.756,NA,123,96.226,79.333,Aesc
GAM_RUN3_PA2,ROC,0.922,NA,122,96.226,79.333,Aesc
GAM_RUN3_PA2,FAR,0.648,NA,917,66.038,93.667,Aesc
GAM_RUN3_PA2,ACCURACY,0.895,NA,917,66.038,93.667,Aesc
GAM_RUN3_PA2,SR,0.648,NA,917,66.038,93.667,Aesc
MAXENT.Phillips_RUN4_PA2,TSS,0.623,NA,126,73.585,88.667,Aesc
MAXENT.Phillips_RUN4_PA2,ROC,0.855,NA,140.5,73.585,89,Aesc
MAXENT.Phillips_RUN4_PA2,FAR,0.689,NA,985,58.491,95.333,Aesc
MAXENT.Phillips_RUN4_PA2,ACCURACY,0.898,NA,985,58.491,95.333,Aesc
MAXENT.Phillips_RUN4_PA2,SR,0.689,NA,985,58.491,95.333,Aesc
GLM_RUN4_PA2,TSS,0.669,NA,499,84.906,82,Aesc
GLM_RUN4_PA2,ROC,0.887,NA,504,84.906,82.333,Aesc
GLM_RUN4_PA2,FAR,0.75,NA,935,13.208,99,Aesc
GLM_RUN4_PA2,ACCURACY,0.873,NA,744,71.698,90,Aesc
GLM_RUN4_PA2,SR,0.75,NA,935,13.208,99,Aesc
ANN_RUN4_PA2,TSS,0.778,NA,329.5,92.453,85.333,Aesc
ANN_RUN4_PA2,ROC,0.938,NA,333,92.453,85.333,Aesc
ANN_RUN4_PA2,FAR,0.833,NA,953,22.642,98.667,Aesc
ANN_RUN4_PA2,ACCURACY,0.912,NA,901,69.811,95.667,Aesc
ANN_RUN4_PA2,SR,0.833,NA,953,22.642,98.667,Aesc
RF_RUN4_PA2,TSS,0.763,NA,235,88.679,87.667,Aesc
RF_RUN4_PA2,ROC,0.95,NA,231.5,88.679,87.667,Aesc
RF_RUN4_PA2,FAR,0.941,NA,931,60.377,99,Aesc
RF_RUN4_PA2,ACCURACY,0.943,NA,793,73.585,98,Aesc
RF_RUN4_PA2,SR,0.941,NA,931,60.377,99,Aesc
GAM_RUN4_PA2,TSS,0.707,NA,777,77.358,93.333,Aesc
GAM_RUN4_PA2,ROC,0.884,NA,777.5,77.358,93.333,Aesc
GAM_RUN4_PA2,FAR,0.778,NA,933,54.717,97.333,Aesc
GAM_RUN4_PA2,ACCURACY,0.909,NA,786,77.358,93.333,Aesc
GAM_RUN4_PA2,SR,0.778,NA,933,54.717,97.333,Aesc
MAXENT.Phillips_RUN5_PA2,TSS,0.758,NA,253,92.453,83.333,Aesc
MAXENT.Phillips_RUN5_PA2,ROC,0.953,NA,253,92.453,83.333,Aesc
MAXENT.Phillips_RUN5_PA2,FAR,0.917,NA,960,62.264,98.667,Aesc
MAXENT.Phillips_RUN5_PA2,ACCURACY,0.935,NA,960,62.264,98.667,Aesc
MAXENT.Phillips_RUN5_PA2,SR,0.917,NA,960,62.264,98.667,Aesc
GLM_RUN5_PA2,TSS,0.76,NA,584,94.34,81.667,Aesc
GLM_RUN5_PA2,ROC,0.922,NA,584.5,94.34,81.667,Aesc
GLM_RUN5_PA2,FAR,0.708,NA,900,32.075,97.667,Aesc
GLM_RUN5_PA2,ACCURACY,0.89,NA,867,54.717,95,Aesc
GLM_RUN5_PA2,SR,0.708,NA,900,32.075,97.667,Aesc
ANN_RUN5_PA2,TSS,0.807,NA,498,94.34,86.333,Aesc
ANN_RUN5_PA2,ROC,0.942,NA,501,94.34,86.333,Aesc
ANN_RUN5_PA2,FAR,0.909,NA,947,22.642,99.667,Aesc
ANN_RUN5_PA2,ACCURACY,0.907,NA,900,60.377,96,Aesc
ANN_RUN5_PA2,SR,0.909,NA,947,22.642,99.667,Aesc
RF_RUN5_PA2,TSS,0.835,NA,281,92.453,90.667,Aesc
RF_RUN5_PA2,ROC,0.967,NA,285.5,92.453,91,Aesc
RF_RUN5_PA2,FAR,0.879,NA,990,54.717,98.667,Aesc
RF_RUN5_PA2,ACCURACY,0.929,NA,686,79.245,95.333,Aesc
RF_RUN5_PA2,SR,0.879,NA,990,54.717,98.667,Aesc
GAM_RUN5_PA2,TSS,0.726,NA,544,84.906,87.667,Aesc
GAM_RUN5_PA2,ROC,0.9,NA,542.5,84.906,87.667,Aesc
GAM_RUN5_PA2,FAR,0.651,NA,931,52.83,95,Aesc
GAM_RUN5_PA2,ACCURACY,0.887,NA,931,52.83,95,Aesc
GAM_RUN5_PA2,SR,0.651,NA,931,52.83,95,Aesc
MAXENT.Phillips_RUN1_PA3,TSS,0.65,NA,304,77.358,87.333,Aesc
MAXENT.Phillips_RUN1_PA3,ROC,0.917,NA,305,77.358,87.667,Aesc
MAXENT.Phillips_RUN1_PA3,FAR,1,NA,950,49.057,100,Aesc
MAXENT.Phillips_RUN1_PA3,ACCURACY,0.929,NA,914,52.83,100,Aesc
MAXENT.Phillips_RUN1_PA3,SR,1,NA,950,49.057,100,Aesc
GLM_RUN1_PA3,TSS,0.712,NA,757.5,79.245,92,Aesc
GLM_RUN1_PA3,ROC,0.909,NA,755,79.245,92,Aesc
GLM_RUN1_PA3,FAR,0.714,NA,924,15.094,99,Aesc
GLM_RUN1_PA3,ACCURACY,0.904,NA,772,75.472,93,Aesc
GLM_RUN1_PA3,SR,0.714,NA,924,15.094,99,Aesc
ANN_RUN1_PA3,TSS,0.781,NA,299,98.113,80,Aesc
ANN_RUN1_PA3,ROC,0.936,NA,297.5,98.113,80,Aesc
ANN_RUN1_PA3,FAR,0.792,NA,932,37.736,98.333,Aesc
ANN_RUN1_PA3,ACCURACY,0.901,NA,874,67.925,94,Aesc
ANN_RUN1_PA3,SR,0.792,NA,932,37.736,98.333,Aesc
RF_RUN1_PA3,TSS,0.873,NA,107,100,87.333,Aesc
RF_RUN1_PA3,ROC,0.979,NA,108.5,100,87.333,Aesc
RF_RUN1_PA3,FAR,0.967,NA,990,56.604,99.667,Aesc
RF_RUN1_PA3,ACCURACY,0.935,NA,769,73.585,97,Aesc
RF_RUN1_PA3,SR,0.967,NA,990,56.604,99.667,Aesc
GAM_RUN1_PA3,TSS,0.731,NA,383,86.792,86.333,Aesc
GAM_RUN1_PA3,ROC,0.927,NA,383.5,86.792,86.333,Aesc
GAM_RUN1_PA3,FAR,0.733,NA,939,43.396,97.333,Aesc
GAM_RUN1_PA3,ACCURACY,0.898,NA,920,52.83,96,Aesc
GAM_RUN1_PA3,SR,0.733,NA,939,43.396,97.333,Aesc
MAXENT.Phillips_RUN2_PA3,TSS,0.698,NA,202,86.792,83,Aesc
MAXENT.Phillips_RUN2_PA3,ROC,0.904,NA,209.5,86.792,83.667,Aesc
MAXENT.Phillips_RUN2_PA3,FAR,0.696,NA,980,60.377,95.333,Aesc
MAXENT.Phillips_RUN2_PA3,ACCURACY,0.904,NA,949,66.038,94.667,Aesc
MAXENT.Phillips_RUN2_PA3,SR,0.696,NA,980,60.377,95.333,Aesc
GLM_RUN2_PA3,TSS,0.677,NA,523,88.679,79,Aesc
GLM_RUN2_PA3,ROC,0.88,NA,524.5,88.679,79,Aesc
GLM_RUN2_PA3,FAR,0.625,NA,935,9.434,98.667,Aesc
GLM_RUN2_PA3,ACCURACY,0.856,NA,912,24.528,95.333,Aesc
GLM_RUN2_PA3,SR,0.625,NA,935,9.434,98.667,Aesc
ANN_RUN2_PA3,TSS,0.74,NA,521,94.34,79.333,Aesc
ANN_RUN2_PA3,ROC,0.909,NA,523,94.34,79.667,Aesc
ANN_RUN2_PA3,FAR,0.594,NA,814,71.698,91.333,Aesc
ANN_RUN2_PA3,ACCURACY,0.884,NA,814,71.698,91.333,Aesc
ANN_RUN2_PA3,SR,0.594,NA,814,71.698,91.333,Aesc
RF_RUN2_PA3,TSS,0.81,NA,375,88.679,92.333,Aesc
RF_RUN2_PA3,ROC,0.955,NA,378,88.679,92.333,Aesc
RF_RUN2_PA3,FAR,0.857,NA,970,56.604,98.333,Aesc
RF_RUN2_PA3,ACCURACY,0.932,NA,742,77.358,96,Aesc
RF_RUN2_PA3,SR,0.857,NA,970,56.604,98.333,Aesc
GAM_RUN2_PA3,TSS,0.762,NA,757,84.906,91.333,Aesc
GAM_RUN2_PA3,ROC,0.899,NA,755,84.906,91.333,Aesc
GAM_RUN2_PA3,FAR,0.686,NA,955,45.283,96.333,Aesc
GAM_RUN2_PA3,ACCURACY,0.904,NA,757,84.906,91.333,Aesc
GAM_RUN2_PA3,SR,0.686,NA,955,45.283,96.333,Aesc
MAXENT.Phillips_RUN3_PA3,TSS,0.686,NA,334,79.245,89.333,Aesc
MAXENT.Phillips_RUN3_PA3,ROC,0.911,NA,340,79.245,90.333,Aesc
MAXENT.Phillips_RUN3_PA3,FAR,0.941,NA,990,32.075,99.667,Aesc
MAXENT.Phillips_RUN3_PA3,ACCURACY,0.924,NA,717,58.491,98.333,Aesc
MAXENT.Phillips_RUN3_PA3,SR,0.941,NA,990,32.075,99.667,Aesc
GLM_RUN3_PA3,TSS,0.682,NA,524,84.906,83.333,Aesc
GLM_RUN3_PA3,ROC,0.909,NA,680,79.245,89,Aesc
GLM_RUN3_PA3,FAR,0.75,NA,941,5.66,99.667,Aesc
GLM_RUN3_PA3,ACCURACY,0.895,NA,815.5,64.151,94,Aesc
GLM_RUN3_PA3,SR,0.75,NA,941,5.66,99.667,Aesc
ANN_RUN3_PA3,TSS,0.798,NA,362,92.453,87.333,Aesc
ANN_RUN3_PA3,ROC,0.946,NA,360,92.453,87.333,Aesc
ANN_RUN3_PA3,FAR,0.808,NA,955,39.623,98.333,Aesc
ANN_RUN3_PA3,ACCURACY,0.909,NA,624,86.792,91.667,Aesc
ANN_RUN3_PA3,SR,0.808,NA,955,39.623,98.333,Aesc
RF_RUN3_PA3,TSS,0.811,NA,469,86.792,94.333,Aesc
RF_RUN3_PA3,ROC,0.962,NA,469.5,86.792,94.333,Aesc
RF_RUN3_PA3,FAR,0.926,NA,980,47.17,99.333,Aesc
RF_RUN3_PA3,ACCURACY,0.938,NA,613,81.132,96,Aesc
RF_RUN3_PA3,SR,0.926,NA,980,47.17,99.333,Aesc
GAM_RUN3_PA3,TSS,0.735,NA,142,92.453,80.667,Aesc
GAM_RUN3_PA3,ROC,0.91,NA,145.5,92.453,81.333,Aesc
GAM_RUN3_PA3,FAR,0.75,NA,937,56.604,96.333,Aesc
GAM_RUN3_PA3,ACCURACY,0.912,NA,801.5,75.472,94,Aesc
GAM_RUN3_PA3,SR,0.75,NA,937,56.604,96.333,Aesc
MAXENT.Phillips_RUN4_PA3,TSS,0.657,NA,434,71.698,94,Aesc
MAXENT.Phillips_RUN4_PA3,ROC,0.881,NA,432.5,71.698,94,Aesc
MAXENT.Phillips_RUN4_PA3,FAR,0.8,NA,985,52.83,97.667,Aesc
MAXENT.Phillips_RUN4_PA3,ACCURACY,0.912,NA,758,60.377,96.667,Aesc
MAXENT.Phillips_RUN4_PA3,SR,0.8,NA,985,52.83,97.667,Aesc
GLM_RUN4_PA3,TSS,0.66,NA,496,83.019,83,Aesc
GLM_RUN4_PA3,ROC,0.89,NA,503.5,83.019,83.333,Aesc
GLM_RUN4_PA3,FAR,0.625,NA,906,28.302,97,Aesc
GLM_RUN4_PA3,ACCURACY,0.89,NA,769,71.698,92,Aesc
GLM_RUN4_PA3,SR,0.625,NA,906,28.302,97,Aesc
ANN_RUN4_PA3,TSS,0.796,NA,212,96.226,83.333,Aesc
ANN_RUN4_PA3,ROC,0.939,NA,213,96.226,83.333,Aesc
ANN_RUN4_PA3,FAR,0.7,NA,953,28.302,97.667,Aesc
ANN_RUN4_PA3,ACCURACY,0.901,NA,881.5,67.925,94,Aesc
ANN_RUN4_PA3,SR,0.7,NA,953,28.302,97.667,Aesc
RF_RUN4_PA3,TSS,0.787,NA,534,83.019,95.667,Aesc
RF_RUN4_PA3,ROC,0.956,NA,533,83.019,95.667,Aesc
RF_RUN4_PA3,FAR,0.92,NA,990,43.396,99.333,Aesc
RF_RUN4_PA3,ACCURACY,0.941,NA,881,67.925,98.667,Aesc
RF_RUN4_PA3,SR,0.92,NA,990,43.396,99.333,Aesc
GAM_RUN4_PA3,TSS,0.728,NA,255.5,86.792,86,Aesc
GAM_RUN4_PA3,ROC,0.914,NA,275,86.792,86.333,Aesc
GAM_RUN4_PA3,FAR,0.838,NA,931,58.491,97.667,Aesc
GAM_RUN4_PA3,ACCURACY,0.921,NA,931,58.491,97.667,Aesc
GAM_RUN4_PA3,SR,0.838,NA,931,58.491,97.667,Aesc
MAXENT.Phillips_RUN5_PA3,TSS,0.705,NA,217,86.792,83.667,Aesc
MAXENT.Phillips_RUN5_PA3,ROC,0.908,NA,224.5,86.792,84,Aesc
MAXENT.Phillips_RUN5_PA3,FAR,0.903,NA,990,52.83,99,Aesc
MAXENT.Phillips_RUN5_PA3,ACCURACY,0.924,NA,843.5,60.377,97.667,Aesc
MAXENT.Phillips_RUN5_PA3,SR,0.903,NA,990,52.83,99,Aesc
GLM_RUN5_PA3,TSS,0.769,NA,550.5,90.566,86.333,Aesc
GLM_RUN5_PA3,ROC,0.904,NA,551,90.566,86.333,Aesc
GLM_RUN5_PA3,FAR,0.667,NA,937,11.321,99.333,Aesc
GLM_RUN5_PA3,ACCURACY,0.892,NA,786.5,71.698,92,Aesc
GLM_RUN5_PA3,SR,0.667,NA,937,11.321,99.333,Aesc
ANN_RUN5_PA3,TSS,0.749,NA,353,90.566,84.333,Aesc
ANN_RUN5_PA3,ROC,0.937,NA,353,90.566,84.333,Aesc
ANN_RUN5_PA3,FAR,0.846,NA,958,22.642,99.333,Aesc
ANN_RUN5_PA3,ACCURACY,0.907,NA,833.5,64.151,95,Aesc
ANN_RUN5_PA3,SR,0.846,NA,958,22.642,99.333,Aesc
RF_RUN5_PA3,TSS,0.848,NA,396,92.453,92.333,Aesc
RF_RUN5_PA3,ROC,0.967,NA,397.5,92.453,92.333,Aesc
RF_RUN5_PA3,FAR,0.912,NA,970,58.491,99,Aesc
RF_RUN5_PA3,ACCURACY,0.946,NA,870,75.472,98,Aesc
RF_RUN5_PA3,SR,0.912,NA,970,58.491,99,Aesc
GAM_RUN5_PA3,TSS,0.78,NA,454,88.679,89.333,Aesc
GAM_RUN5_PA3,ROC,0.917,NA,274,90.566,87.667,Aesc
GAM_RUN5_PA3,FAR,0.68,NA,959,35.849,97.333,Aesc
GAM_RUN5_PA3,ACCURACY,0.901,NA,779,75.472,92.667,Aesc
GAM_RUN5_PA3,SR,0.68,NA,959,35.849,97.333,Aesc
MAXENT.Phillips_RUN1_PA4,TSS,0.635,NA,242,69.811,92.667,Aesc
MAXENT.Phillips_RUN1_PA4,ROC,0.848,NA,246.5,69.811,93.667,Aesc
MAXENT.Phillips_RUN1_PA4,FAR,0.756,NA,975,58.491,96.667,Aesc
MAXENT.Phillips_RUN1_PA4,ACCURACY,0.912,NA,540,64.151,96,Aesc
MAXENT.Phillips_RUN1_PA4,SR,0.756,NA,975,58.491,96.667,Aesc
GLM_RUN1_PA4,TSS,0.757,NA,619,88.679,87,Aesc
GLM_RUN1_PA4,ROC,0.923,NA,619,88.679,87,Aesc
GLM_RUN1_PA4,FAR,0.833,NA,929,9.434,99.667,Aesc
GLM_RUN1_PA4,ACCURACY,0.892,NA,856,58.491,94.667,Aesc
GLM_RUN1_PA4,SR,0.833,NA,929,9.434,99.667,Aesc
ANN_RUN1_PA4,TSS,0.737,NA,264,88.679,84.667,Aesc
ANN_RUN1_PA4,ROC,0.922,NA,266.5,88.679,85,Aesc
ANN_RUN1_PA4,FAR,0.765,NA,948,24.528,98.667,Aesc
ANN_RUN1_PA4,ACCURACY,0.904,NA,929,54.717,96.333,Aesc
ANN_RUN1_PA4,SR,0.765,NA,948,24.528,98.667,Aesc
RF_RUN1_PA4,TSS,0.769,NA,162,90.566,85.333,Aesc
RF_RUN1_PA4,ROC,0.957,NA,165.5,90.566,86.333,Aesc
RF_RUN1_PA4,FAR,0.933,NA,970,52.83,99.333,Aesc
RF_RUN1_PA4,ACCURACY,0.926,NA,916.5,58.491,97.333,Aesc
RF_RUN1_PA4,SR,0.933,NA,970,52.83,99.333,Aesc
GAM_RUN1_PA4,TSS,0.767,NA,548,88.679,88,Aesc
GAM_RUN1_PA4,ROC,0.935,NA,548,88.679,88,Aesc
GAM_RUN1_PA4,FAR,0.75,NA,923,56.604,96.667,Aesc
GAM_RUN1_PA4,ACCURACY,0.915,NA,913,71.698,95,Aesc
GAM_RUN1_PA4,SR,0.75,NA,923,56.604,96.667,Aesc
MAXENT.Phillips_RUN2_PA4,TSS,0.73,NA,141,88.679,84.333,Aesc
MAXENT.Phillips_RUN2_PA4,ROC,0.93,NA,146,88.679,84.667,Aesc
MAXENT.Phillips_RUN2_PA4,FAR,0.917,NA,990,41.509,99.333,Aesc
MAXENT.Phillips_RUN2_PA4,ACCURACY,0.929,NA,530,73.585,96.333,Aesc
MAXENT.Phillips_RUN2_PA4,SR,0.917,NA,990,41.509,99.333,Aesc
GLM_RUN2_PA4,TSS,0.708,NA,624,81.132,89.333,Aesc
GLM_RUN2_PA4,ROC,0.903,NA,384,88.679,82.333,Aesc
GLM_RUN2_PA4,FAR,1,NA,944,5.66,100,Aesc
GLM_RUN2_PA4,ACCURACY,0.892,NA,862,54.717,95.333,Aesc
GLM_RUN2_PA4,SR,1,NA,944,5.66,100,Aesc
ANN_RUN2_PA4,TSS,0.82,NA,514,94.34,87.667,Aesc
ANN_RUN2_PA4,ROC,0.938,NA,511,94.34,87.667,Aesc
ANN_RUN2_PA4,FAR,1,NA,956,20.755,100,Aesc
ANN_RUN2_PA4,ACCURACY,0.915,NA,836,66.038,94.667,Aesc
ANN_RUN2_PA4,SR,1,NA,956,20.755,100,Aesc
RF_RUN2_PA4,TSS,0.817,NA,174,88.679,93,Aesc
RF_RUN2_PA4,ROC,0.963,NA,173,88.679,93,Aesc
RF_RUN2_PA4,FAR,0.897,NA,902,66.038,98.667,Aesc
RF_RUN2_PA4,ACCURACY,0.938,NA,729.5,73.585,97.333,Aesc
RF_RUN2_PA4,SR,0.897,NA,902,66.038,98.667,Aesc
GAM_RUN2_PA4,TSS,0.722,NA,236,84.906,87.333,Aesc
