Model.name,Eval.metric,Testing.data,Evaluating.data,Cutoff,Sensitivity,Specificity,sps
GAM_RUN4_PA3,FAR,0.733,NA,960,48.889,97.333,Acla
GAM_RUN4_PA3,ACCURACY,0.928,NA,885,75.556,95,Acla
GAM_RUN4_PA3,SR,0.733,NA,960,48.889,97.333,Acla
MAXENT.Phillips_RUN5_PA3,TSS,0.736,NA,470,82.222,91.333,Acla
MAXENT.Phillips_RUN5_PA3,ROC,0.932,NA,467,82.222,91.333,Acla
MAXENT.Phillips_RUN5_PA3,FAR,0.778,NA,990,46.667,97.667,Acla
MAXENT.Phillips_RUN5_PA3,ACCURACY,0.922,NA,889,60,97,Acla
MAXENT.Phillips_RUN5_PA3,SR,0.778,NA,990,46.667,97.667,Acla
GLM_RUN5_PA3,TSS,0.796,NA,479,95.556,84,Acla
GLM_RUN5_PA3,ROC,0.931,NA,478.5,95.556,84,Acla
GLM_RUN5_PA3,FAR,0.778,NA,952,20,98.333,Acla
GLM_RUN5_PA3,ACCURACY,0.919,NA,852.5,77.778,94,Acla
GLM_RUN5_PA3,SR,0.778,NA,952,20,98.333,Acla
ANN_RUN5_PA3,TSS,0.762,NA,515,88.889,87.333,Acla
ANN_RUN5_PA3,ROC,0.927,NA,518,88.889,87.333,Acla
ANN_RUN5_PA3,FAR,0.682,NA,928,33.333,97.667,Acla
ANN_RUN5_PA3,ACCURACY,0.913,NA,838.5,75.556,93.667,Acla
ANN_RUN5_PA3,SR,0.682,NA,928,33.333,97.667,Acla
RF_RUN5_PA3,TSS,0.809,NA,315,88.889,92,Acla
RF_RUN5_PA3,ROC,0.963,NA,317,88.889,92,Acla
RF_RUN5_PA3,FAR,0.872,NA,856,75.556,98.333,Acla
RF_RUN5_PA3,ACCURACY,0.954,NA,856,75.556,98.333,Acla
RF_RUN5_PA3,SR,0.872,NA,856,75.556,98.333,Acla
GAM_RUN5_PA3,TSS,0.801,NA,235.5,91.111,89,Acla
GAM_RUN5_PA3,ROC,0.923,NA,236,91.111,89,Acla
GAM_RUN5_PA3,FAR,0.677,NA,962,48.889,96.333,Acla
GAM_RUN5_PA3,ACCURACY,0.919,NA,815,82.222,93.333,Acla
GAM_RUN5_PA3,SR,0.677,NA,962,48.889,96.333,Acla
MAXENT.Phillips_RUN1_PA4,TSS,0.827,NA,182,93.333,89.333,Acla
MAXENT.Phillips_RUN1_PA4,ROC,0.918,NA,198.5,93.333,90.667,Acla
MAXENT.Phillips_RUN1_PA4,FAR,0.821,NA,990,51.111,98.333,Acla
MAXENT.Phillips_RUN1_PA4,ACCURACY,0.936,NA,596,77.778,96,Acla
MAXENT.Phillips_RUN1_PA4,SR,0.821,NA,990,51.111,98.333,Acla
GLM_RUN1_PA4,TSS,0.887,NA,636,100,88.333,Acla
GLM_RUN1_PA4,ROC,0.964,NA,636.5,100,88.667,Acla
GLM_RUN1_PA4,FAR,0.75,NA,931.5,46.667,97.333,Acla
GLM_RUN1_PA4,ACCURACY,0.933,NA,817,86.667,94.333,Acla
GLM_RUN1_PA4,SR,0.75,NA,931.5,46.667,97.333,Acla
ANN_RUN1_PA4,TSS,0.878,NA,417,97.778,90,Acla
ANN_RUN1_PA4,ROC,0.947,NA,414.5,97.778,90,Acla
ANN_RUN1_PA4,FAR,0.649,NA,894,82.222,93.333,Acla
ANN_RUN1_PA4,ACCURACY,0.919,NA,875,86.667,92.667,Acla
ANN_RUN1_PA4,SR,0.649,NA,894,82.222,93.333,Acla
RF_RUN1_PA4,TSS,0.912,NA,403,95.556,95.667,Acla
RF_RUN1_PA4,ROC,0.984,NA,403.5,95.556,95.667,Acla
RF_RUN1_PA4,FAR,0.903,NA,975,62.222,99,Acla
RF_RUN1_PA4,ACCURACY,0.957,NA,423,93.333,95.667,Acla
RF_RUN1_PA4,SR,0.903,NA,975,62.222,99,Acla
GAM_RUN1_PA4,TSS,0.881,NA,420.5,97.778,90.333,Acla
GAM_RUN1_PA4,ROC,0.962,NA,283.5,100,88.333,Acla
GAM_RUN1_PA4,FAR,0.73,NA,945,60,96.667,Acla
GAM_RUN1_PA4,ACCURACY,0.93,NA,812.5,88.889,93.333,Acla
GAM_RUN1_PA4,SR,0.73,NA,945,60,96.667,Acla
MAXENT.Phillips_RUN2_PA4,TSS,0.788,NA,40,97.778,80.667,Acla
MAXENT.Phillips_RUN2_PA4,ROC,0.945,NA,41.5,97.778,81,Acla
MAXENT.Phillips_RUN2_PA4,FAR,0.815,NA,980,48.889,98.333,Acla
MAXENT.Phillips_RUN2_PA4,ACCURACY,0.939,NA,611,82.222,95.667,Acla
MAXENT.Phillips_RUN2_PA4,SR,0.815,NA,980,48.889,98.333,Acla
GLM_RUN2_PA4,TSS,0.764,NA,374.5,91.111,85.333,Acla
GLM_RUN2_PA4,ROC,0.933,NA,375.5,91.111,85.333,Acla
GLM_RUN2_PA4,FAR,0.8,NA,952,20,99.333,Acla
GLM_RUN2_PA4,ACCURACY,0.913,NA,886,64.444,95.333,Acla
GLM_RUN2_PA4,SR,0.8,NA,952,20,99.333,Acla
ANN_RUN2_PA4,TSS,0.817,NA,210,93.333,88.333,Acla
ANN_RUN2_PA4,ROC,0.956,NA,207.5,93.333,88.333,Acla
ANN_RUN2_PA4,FAR,0.783,NA,944,44.444,98.333,Acla
ANN_RUN2_PA4,ACCURACY,0.93,NA,896,73.333,95.667,Acla
ANN_RUN2_PA4,SR,0.783,NA,944,44.444,98.333,Acla
RF_RUN2_PA4,TSS,0.788,NA,174,91.111,87.667,Acla
RF_RUN2_PA4,ROC,0.949,NA,174.5,91.111,87.667,Acla
RF_RUN2_PA4,FAR,0.875,NA,990,33.333,99.333,Acla
RF_RUN2_PA4,ACCURACY,0.936,NA,808,73.333,96.667,Acla
RF_RUN2_PA4,SR,0.875,NA,990,33.333,99.333,Acla
GAM_RUN2_PA4,TSS,0.824,NA,505,91.111,91.333,Acla
GAM_RUN2_PA4,ROC,0.931,NA,502.5,91.111,91.333,Acla
GAM_RUN2_PA4,FAR,0.639,NA,606,86.667,92.667,Acla
GAM_RUN2_PA4,ACCURACY,0.919,NA,606,86.667,92.667,Acla
GAM_RUN2_PA4,SR,0.639,NA,606,86.667,92.667,Acla
MAXENT.Phillips_RUN3_PA4,TSS,0.891,NA,374,97.778,91.333,Acla
MAXENT.Phillips_RUN3_PA4,ROC,0.977,NA,372.5,97.778,91.333,Acla
MAXENT.Phillips_RUN3_PA4,FAR,0.92,NA,990,51.111,99.333,Acla
MAXENT.Phillips_RUN3_PA4,ACCURACY,0.957,NA,586,88.889,96.667,Acla
MAXENT.Phillips_RUN3_PA4,SR,0.92,NA,990,51.111,99.333,Acla
GLM_RUN3_PA4,TSS,0.832,NA,744.5,95.556,87.667,Acla
GLM_RUN3_PA4,ROC,0.957,NA,743.5,95.556,87.667,Acla
GLM_RUN3_PA4,FAR,0.786,NA,949,26.667,99,Acla
GLM_RUN3_PA4,ACCURACY,0.922,NA,859,80,93.667,Acla
GLM_RUN3_PA4,SR,0.786,NA,949,26.667,99,Acla
ANN_RUN3_PA4,TSS,0.851,NA,456,97.778,87.333,Acla
ANN_RUN3_PA4,ROC,0.927,NA,458.5,97.778,87.667,Acla
ANN_RUN3_PA4,FAR,0.576,NA,883,84.444,90.667,Acla
ANN_RUN3_PA4,ACCURACY,0.899,NA,873.5,84.444,90.333,Acla
ANN_RUN3_PA4,SR,0.576,NA,883,84.444,90.667,Acla
RF_RUN3_PA4,TSS,0.892,NA,285,95.556,93.667,Acla
RF_RUN3_PA4,ROC,0.984,NA,191.5,97.778,92,Acla
RF_RUN3_PA4,FAR,0.903,NA,990,62.222,99,Acla
RF_RUN3_PA4,ACCURACY,0.957,NA,632,91.111,96.333,Acla
RF_RUN3_PA4,SR,0.903,NA,990,62.222,99,Acla
GAM_RUN3_PA4,TSS,0.891,NA,586.5,97.778,91.333,Acla
GAM_RUN3_PA4,ROC,0.971,NA,587,97.778,91.333,Acla
GAM_RUN3_PA4,FAR,0.786,NA,964,51.111,97.667,Acla
GAM_RUN3_PA4,ACCURACY,0.939,NA,905,91.111,94.333,Acla
GAM_RUN3_PA4,SR,0.786,NA,964,51.111,97.667,Acla
MAXENT.Phillips_RUN4_PA4,TSS,0.887,NA,202,100,88.667,Acla
MAXENT.Phillips_RUN4_PA4,ROC,0.968,NA,205.5,100,88.667,Acla
MAXENT.Phillips_RUN4_PA4,FAR,0.812,NA,960,57.778,98,Acla
MAXENT.Phillips_RUN4_PA4,ACCURACY,0.93,NA,530,82.222,94.667,Acla
MAXENT.Phillips_RUN4_PA4,SR,0.812,NA,960,57.778,98,Acla
GLM_RUN4_PA4,TSS,0.887,NA,737,100,88.667,Acla
GLM_RUN4_PA4,ROC,0.955,NA,737,100,88.667,Acla
GLM_RUN4_PA4,FAR,0.696,NA,937,35.556,97.667,Acla
GLM_RUN4_PA4,ACCURACY,0.916,NA,884.5,71.111,94.667,Acla
GLM_RUN4_PA4,SR,0.696,NA,937,35.556,97.667,Acla
ANN_RUN4_PA4,TSS,0.813,NA,366,93.333,88,Acla
ANN_RUN4_PA4,ROC,0.931,NA,365,93.333,88,Acla
ANN_RUN4_PA4,FAR,0.615,NA,895,71.111,93,Acla
ANN_RUN4_PA4,ACCURACY,0.904,NA,885.5,71.111,92.667,Acla
ANN_RUN4_PA4,SR,0.615,NA,895,71.111,93,Acla
RF_RUN4_PA4,TSS,0.924,NA,437,97.778,94.667,Acla
RF_RUN4_PA4,ROC,0.979,NA,437,97.778,94.667,Acla
RF_RUN4_PA4,FAR,0.846,NA,894,73.333,98,Acla
RF_RUN4_PA4,ACCURACY,0.951,NA,462,95.556,95,Acla
RF_RUN4_PA4,SR,0.846,NA,894,73.333,98,Acla
GAM_RUN4_PA4,TSS,0.837,NA,62,100,83.667,Acla
GAM_RUN4_PA4,ROC,0.949,NA,69,100,84.333,Acla
GAM_RUN4_PA4,FAR,0.645,NA,962,46.667,96.333,Acla
GAM_RUN4_PA4,ACCURACY,0.907,NA,633.5,88.889,90.667,Acla
GAM_RUN4_PA4,SR,0.645,NA,962,46.667,96.333,Acla
MAXENT.Phillips_RUN5_PA4,TSS,0.741,NA,253,84.444,89.667,Acla
MAXENT.Phillips_RUN5_PA4,ROC,0.894,NA,271.5,84.444,90.667,Acla
MAXENT.Phillips_RUN5_PA4,FAR,0.762,NA,859,35.556,98.333,Acla
MAXENT.Phillips_RUN5_PA4,ACCURACY,0.919,NA,515,66.667,95.667,Acla
MAXENT.Phillips_RUN5_PA4,SR,0.762,NA,859,35.556,98.333,Acla
GLM_RUN5_PA4,TSS,0.763,NA,735.5,86.667,89.667,Acla
GLM_RUN5_PA4,ROC,0.935,NA,736.5,86.667,89.667,Acla
GLM_RUN5_PA4,FAR,0.789,NA,936,37.778,98.667,Acla
GLM_RUN5_PA4,ACCURACY,0.913,NA,918,55.556,96.667,Acla
GLM_RUN5_PA4,SR,0.789,NA,936,37.778,98.667,Acla
ANN_RUN5_PA4,TSS,0.671,NA,156,97.778,69.333,Acla
ANN_RUN5_PA4,ROC,0.866,NA,157,97.778,69.333,Acla
ANN_RUN5_PA4,FAR,0.667,NA,932,4.444,99.667,Acla
ANN_RUN5_PA4,ACCURACY,0.872,NA,927.5,6.667,99,Acla
ANN_RUN5_PA4,SR,0.667,NA,932,4.444,99.667,Acla
RF_RUN5_PA4,TSS,0.858,NA,132,97.778,88,Acla
RF_RUN5_PA4,ROC,0.975,NA,133,97.778,88,Acla
RF_RUN5_PA4,FAR,0.917,NA,980,48.889,99,Acla
RF_RUN5_PA4,ACCURACY,0.945,NA,860,75.556,97,Acla
RF_RUN5_PA4,SR,0.917,NA,980,48.889,99,Acla
GAM_RUN5_PA4,TSS,0.779,NA,605,88.889,89,Acla
GAM_RUN5_PA4,ROC,0.935,NA,607,88.889,89,Acla
GAM_RUN5_PA4,FAR,0.667,NA,948,53.333,96,Acla
GAM_RUN5_PA4,ACCURACY,0.91,NA,886,77.778,93,Acla
GAM_RUN5_PA4,SR,0.667,NA,948,53.333,96,Acla
MAXENT.Phillips_RUN1_PA5,TSS,0.706,NA,20,84.444,88.333,Acla
MAXENT.Phillips_RUN1_PA5,ROC,0.919,NA,19,84.444,88.333,Acla
MAXENT.Phillips_RUN1_PA5,FAR,0.756,NA,990,68.889,96.667,Acla
MAXENT.Phillips_RUN1_PA5,ACCURACY,0.93,NA,990,68.889,96.667,Acla
MAXENT.Phillips_RUN1_PA5,SR,0.756,NA,990,68.889,96.667,Acla
GLM_RUN1_PA5,TSS,0.818,NA,687,91.111,90.667,Acla
GLM_RUN1_PA5,ROC,0.952,NA,689.5,91.111,90.667,Acla
GLM_RUN1_PA5,FAR,0.76,NA,934,42.222,97.667,Acla
GLM_RUN1_PA5,ACCURACY,0.916,NA,896,57.778,96.667,Acla
GLM_RUN1_PA5,SR,0.76,NA,934,42.222,97.667,Acla
ANN_RUN1_PA5,TSS,0.77,NA,455,93.333,83.667,Acla
ANN_RUN1_PA5,ROC,0.935,NA,470.5,93.333,84,Acla
ANN_RUN1_PA5,FAR,0.765,NA,941,28.889,98.667,Acla
ANN_RUN1_PA5,ACCURACY,0.907,NA,853,73.333,93.333,Acla
ANN_RUN1_PA5,SR,0.765,NA,941,28.889,98.667,Acla
RF_RUN1_PA5,TSS,0.876,NA,233,95.556,92,Acla
RF_RUN1_PA5,ROC,0.98,NA,230.5,95.556,92,Acla
RF_RUN1_PA5,FAR,0.871,NA,990,60,98.667,Acla
RF_RUN1_PA5,ACCURACY,0.959,NA,719,84.444,97.667,Acla
RF_RUN1_PA5,SR,0.871,NA,990,60,98.667,Acla
GAM_RUN1_PA5,TSS,0.843,NA,518,93.333,91,Acla
GAM_RUN1_PA5,ROC,0.949,NA,519,93.333,91,Acla
GAM_RUN1_PA5,FAR,0.8,NA,959,26.667,99,Acla
GAM_RUN1_PA5,ACCURACY,0.928,NA,902,73.333,95.667,Acla
GAM_RUN1_PA5,SR,0.8,NA,959,26.667,99,Acla
MAXENT.Phillips_RUN2_PA5,TSS,0.848,NA,136,97.778,87,Acla
MAXENT.Phillips_RUN2_PA5,ROC,0.947,NA,139.5,97.778,87,Acla
MAXENT.Phillips_RUN2_PA5,FAR,0.762,NA,934,71.111,96.667,Acla
MAXENT.Phillips_RUN2_PA5,ACCURACY,0.933,NA,934,71.111,96.667,Acla
MAXENT.Phillips_RUN2_PA5,SR,0.762,NA,934,71.111,96.667,Acla
GLM_RUN2_PA5,TSS,0.856,NA,717,95.556,90,Acla
GLM_RUN2_PA5,ROC,0.951,NA,715.5,95.556,90,Acla
GLM_RUN2_PA5,FAR,0.655,NA,921,42.222,96.667,Acla
GLM_RUN2_PA5,ACCURACY,0.916,NA,807,91.111,91.667,Acla
GLM_RUN2_PA5,SR,0.655,NA,921,42.222,96.667,Acla
ANN_RUN2_PA5,TSS,0.849,NA,661,95.556,89.333,Acla
ANN_RUN2_PA5,ROC,0.951,NA,674,95.556,89.667,Acla
ANN_RUN2_PA5,FAR,0.667,NA,934,48.889,96.333,Acla
ANN_RUN2_PA5,ACCURACY,0.916,NA,891.5,75.556,94,Acla
ANN_RUN2_PA5,SR,0.667,NA,934,48.889,96.333,Acla
RF_RUN2_PA5,TSS,0.852,NA,705,88.889,96.333,Acla
RF_RUN2_PA5,ROC,0.975,NA,706,88.889,96.333,Acla
RF_RUN2_PA5,FAR,0.897,NA,990,57.778,99,Acla
RF_RUN2_PA5,ACCURACY,0.954,NA,705,88.889,96.333,Acla
RF_RUN2_PA5,SR,0.897,NA,990,57.778,99,Acla
GAM_RUN2_PA5,TSS,0.823,NA,270,93.333,89,Acla
GAM_RUN2_PA5,ROC,0.95,NA,269,93.333,89,Acla
GAM_RUN2_PA5,FAR,0.667,NA,955,35.556,97.333,Acla
GAM_RUN2_PA5,ACCURACY,0.922,NA,870,82.222,93.667,Acla
GAM_RUN2_PA5,SR,0.667,NA,955,35.556,97.333,Acla
MAXENT.Phillips_RUN3_PA5,TSS,0.714,NA,894,77.778,93.667,Acla
MAXENT.Phillips_RUN3_PA5,ROC,0.906,NA,896.5,77.778,93.667,Acla
MAXENT.Phillips_RUN3_PA5,FAR,0.654,NA,954.5,75.556,94,Acla
MAXENT.Phillips_RUN3_PA5,ACCURACY,0.916,NA,944,75.556,94,Acla
MAXENT.Phillips_RUN3_PA5,SR,0.654,NA,954.5,75.556,94,Acla
GLM_RUN3_PA5,TSS,0.846,NA,674,95.556,89,Acla
GLM_RUN3_PA5,ROC,0.943,NA,675,95.556,89,Acla
GLM_RUN3_PA5,FAR,0.727,NA,918.5,46.667,97,Acla
GLM_RUN3_PA5,ACCURACY,0.916,NA,885.5,64.444,95,Acla
GLM_RUN3_PA5,SR,0.727,NA,918.5,46.667,97,Acla
ANN_RUN3_PA5,TSS,0.833,NA,565,93.333,90,Acla
ANN_RUN3_PA5,ROC,0.928,NA,563.5,93.333,90,Acla
ANN_RUN3_PA5,FAR,0.682,NA,907.5,66.667,95.333,Acla
ANN_RUN3_PA5,ACCURACY,0.916,NA,903,66.667,95.333,Acla
ANN_RUN3_PA5,SR,0.682,NA,907.5,66.667,95.333,Acla
RF_RUN3_PA5,TSS,0.867,NA,333,93.333,93.333,Acla
RF_RUN3_PA5,ROC,0.962,NA,333.5,93.333,93.333,Acla
RF_RUN3_PA5,FAR,0.893,NA,990,55.556,99,Acla
RF_RUN3_PA5,ACCURACY,0.942,NA,831,75.556,97,Acla
RF_RUN3_PA5,SR,0.893,NA,990,55.556,99,Acla
GAM_RUN3_PA5,TSS,0.852,NA,401,95.556,89.667,Acla
GAM_RUN3_PA5,ROC,0.94,NA,403,95.556,89.667,Acla
GAM_RUN3_PA5,FAR,0.69,NA,936,64.444,95.667,Acla
GAM_RUN3_PA5,ACCURACY,0.925,NA,888,80,94.333,Acla
GAM_RUN3_PA5,SR,0.69,NA,936,64.444,95.667,Acla
MAXENT.Phillips_RUN4_PA5,TSS,0.726,NA,61,82.222,90.333,Acla
MAXENT.Phillips_RUN4_PA5,ROC,0.888,NA,61.5,82.222,90.333,Acla
MAXENT.Phillips_RUN4_PA5,FAR,0.733,NA,960,73.333,96,Acla
MAXENT.Phillips_RUN4_PA5,ACCURACY,0.93,NA,960,73.333,96,Acla
MAXENT.Phillips_RUN4_PA5,SR,0.733,NA,960,73.333,96,Acla
GLM_RUN4_PA5,TSS,0.831,NA,640,91.111,92,Acla
GLM_RUN4_PA5,ROC,0.945,NA,644.5,91.111,92.333,Acla
GLM_RUN4_PA5,FAR,0.769,NA,950,22.222,99,Acla
GLM_RUN4_PA5,ACCURACY,0.933,NA,799,82.222,95,Acla
GLM_RUN4_PA5,SR,0.769,NA,950,22.222,99,Acla
ANN_RUN4_PA5,TSS,0.813,NA,352,93.333,88,Acla
ANN_RUN4_PA5,ROC,0.95,NA,349.5,93.333,88,Acla
ANN_RUN4_PA5,FAR,0.676,NA,945,55.556,96,Acla
ANN_RUN4_PA5,ACCURACY,0.919,NA,838,80,93.667,Acla
ANN_RUN4_PA5,SR,0.676,NA,945,55.556,96,Acla
RF_RUN4_PA5,TSS,0.869,NA,145,95.556,90.667,Acla
RF_RUN4_PA5,ROC,0.961,NA,146.5,95.556,91.333,Acla
RF_RUN4_PA5,FAR,0.913,NA,990,48.889,99.333,Acla
RF_RUN4_PA5,ACCURACY,0.942,NA,592,84.444,95.667,Acla
RF_RUN4_PA5,SR,0.913,NA,990,48.889,99.333,Acla
GAM_RUN4_PA5,TSS,0.802,NA,712.5,88.889,91.333,Acla
GAM_RUN4_PA5,ROC,0.933,NA,715.5,88.889,91.333,Acla
GAM_RUN4_PA5,FAR,0.737,NA,955,31.111,98.333,Acla
GAM_RUN4_PA5,ACCURACY,0.922,NA,860,82.222,93.667,Acla
GAM_RUN4_PA5,SR,0.737,NA,955,31.111,98.333,Acla
MAXENT.Phillips_RUN5_PA5,TSS,0.836,NA,475,88.889,94.667,Acla
MAXENT.Phillips_RUN5_PA5,ROC,0.96,NA,479,88.889,94.667,Acla
MAXENT.Phillips_RUN5_PA5,FAR,0.757,NA,980,62.222,97,Acla
MAXENT.Phillips_RUN5_PA5,ACCURACY,0.939,NA,475,88.889,94.667,Acla
MAXENT.Phillips_RUN5_PA5,SR,0.757,NA,980,62.222,97,Acla
GLM_RUN5_PA5,TSS,0.859,NA,544,95.556,90.333,Acla
GLM_RUN5_PA5,ROC,0.964,NA,543.5,95.556,90.333,Acla
GLM_RUN5_PA5,FAR,0.909,NA,953,22.222,99.667,Acla
GLM_RUN5_PA5,ACCURACY,0.939,NA,806,84.444,95.333,Acla
GLM_RUN5_PA5,SR,0.909,NA,953,22.222,99.667,Acla
ANN_RUN5_PA5,TSS,0.849,NA,212.5,95.556,89.333,Acla
ANN_RUN5_PA5,ROC,0.959,NA,222.5,95.556,90,Acla
ANN_RUN5_PA5,FAR,0.727,NA,910,73.333,96,Acla
ANN_RUN5_PA5,ACCURACY,0.936,NA,857.5,84.444,95,Acla
ANN_RUN5_PA5,SR,0.727,NA,910,73.333,96,Acla
RF_RUN5_PA5,TSS,0.889,NA,292,95.556,93.333,Acla
RF_RUN5_PA5,ROC,0.981,NA,289.5,95.556,93.333,Acla
RF_RUN5_PA5,FAR,0.903,NA,975,62.222,99,Acla
RF_RUN5_PA5,ACCURACY,0.954,NA,583,88.889,96.333,Acla
RF_RUN5_PA5,SR,0.903,NA,975,62.222,99,Acla
GAM_RUN5_PA5,TSS,0.881,NA,389,97.778,90.333,Acla
GAM_RUN5_PA5,ROC,0.967,NA,387,97.778,90.333,Acla
GAM_RUN5_PA5,FAR,0.774,NA,951,55.556,97.667,Acla
GAM_RUN5_PA5,ACCURACY,0.928,NA,931,68.889,96.333,Acla
GAM_RUN5_PA5,SR,0.774,NA,951,55.556,97.667,Acla
MAXENT.Phillips_RUN1_PA1,TSS,0.676,NA,247.5,90.566,77,Aesc
MAXENT.Phillips_RUN1_PA1,ROC,0.903,NA,272,90.566,77.333,Aesc
MAXENT.Phillips_RUN1_PA1,FAR,0.897,NA,990,49.057,99,Aesc
MAXENT.Phillips_RUN1_PA1,ACCURACY,0.915,NA,990,49.057,99,Aesc
MAXENT.Phillips_RUN1_PA1,SR,0.897,NA,990,49.057,99,Aesc
GLM_RUN1_PA1,TSS,0.755,NA,573,92.453,83,Aesc
GLM_RUN1_PA1,ROC,0.924,NA,576,92.453,83,Aesc
GLM_RUN1_PA1,FAR,1,NA,932,7.547,100,Aesc
GLM_RUN1_PA1,ACCURACY,0.901,NA,794,69.811,93.333,Aesc
GLM_RUN1_PA1,SR,1,NA,932,7.547,100,Aesc
ANN_RUN1_PA1,TSS,0.772,NA,477.5,96.226,81,Aesc
ANN_RUN1_PA1,ROC,0.922,NA,476,96.226,81,Aesc
ANN_RUN1_PA1,FAR,1,NA,942,20.755,100,Aesc
ANN_RUN1_PA1,ACCURACY,0.898,NA,923,35.849,99,Aesc
ANN_RUN1_PA1,SR,1,NA,942,20.755,100,Aesc
RF_RUN1_PA1,TSS,0.829,NA,108,96.226,86.667,Aesc
RF_RUN1_PA1,ROC,0.962,NA,112.5,96.226,87,Aesc
RF_RUN1_PA1,FAR,0.871,NA,990,50.943,98.667,Aesc
RF_RUN1_PA1,ACCURACY,0.935,NA,514,79.245,96,Aesc
RF_RUN1_PA1,SR,0.871,NA,990,50.943,98.667,Aesc
GAM_RUN1_PA1,TSS,0.749,NA,206,96.226,78.667,Aesc
GAM_RUN1_PA1,ROC,0.928,NA,208.5,96.226,78.667,Aesc
GAM_RUN1_PA1,FAR,0.733,NA,956,20.755,98.333,Aesc
GAM_RUN1_PA1,ACCURACY,0.912,NA,846.5,69.811,95.333,Aesc
GAM_RUN1_PA1,SR,0.733,NA,956,20.755,98.333,Aesc
MAXENT.Phillips_RUN2_PA1,TSS,0.664,NA,242,77.358,89,Aesc
MAXENT.Phillips_RUN2_PA1,ROC,0.869,NA,104.5,81.132,85.333,Aesc
MAXENT.Phillips_RUN2_PA1,FAR,0.661,NA,954.5,69.811,93.667,Aesc
MAXENT.Phillips_RUN2_PA1,ACCURACY,0.901,NA,954.5,69.811,93.667,Aesc
MAXENT.Phillips_RUN2_PA1,SR,0.661,NA,954.5,69.811,93.667,Aesc
GLM_RUN2_PA1,TSS,0.666,NA,543,84.906,81.667,Aesc
GLM_RUN2_PA1,ROC,0.881,NA,543,84.906,81.667,Aesc
GLM_RUN2_PA1,FAR,0.593,NA,897,30.189,96.333,Aesc
GLM_RUN2_PA1,ACCURACY,0.864,NA,897,30.189,96.333,Aesc
GLM_RUN2_PA1,SR,0.593,NA,897,30.189,96.333,Aesc
ANN_RUN2_PA1,TSS,0.781,NA,91,98.113,80,Aesc
ANN_RUN2_PA1,ROC,0.934,NA,96.5,98.113,80.667,Aesc
ANN_RUN2_PA1,FAR,0.696,NA,936,62.264,94.667,Aesc
ANN_RUN2_PA1,ACCURACY,0.901,NA,936,62.264,94.667,Aesc
ANN_RUN2_PA1,SR,0.696,NA,936,62.264,94.667,Aesc
RF_RUN2_PA1,TSS,0.837,NA,220,94.34,89.333,Aesc
RF_RUN2_PA1,ROC,0.958,NA,218,94.34,89.333,Aesc
RF_RUN2_PA1,FAR,0.906,NA,990,54.717,99,Aesc
RF_RUN2_PA1,ACCURACY,0.935,NA,901,67.925,98,Aesc
RF_RUN2_PA1,SR,0.906,NA,990,54.717,99,Aesc
GAM_RUN2_PA1,TSS,0.711,NA,377,86.792,84.333,Aesc
GAM_RUN2_PA1,ROC,0.867,NA,380,86.792,84.667,Aesc
GAM_RUN2_PA1,FAR,0.6,NA,894,67.925,92,Aesc
GAM_RUN2_PA1,ACCURACY,0.884,NA,834.5,71.698,91.667,Aesc
GAM_RUN2_PA1,SR,0.6,NA,894,67.925,92,Aesc
MAXENT.Phillips_RUN3_PA1,TSS,0.735,NA,591,81.132,92.333,Aesc
MAXENT.Phillips_RUN3_PA1,ROC,0.92,NA,592,81.132,92.333,Aesc
MAXENT.Phillips_RUN3_PA1,FAR,0.833,NA,970,56.604,98,Aesc
MAXENT.Phillips_RUN3_PA1,ACCURACY,0.918,NA,954.5,58.491,97.667,Aesc
MAXENT.Phillips_RUN3_PA1,SR,0.833,NA,970,56.604,98,Aesc
GLM_RUN3_PA1,TSS,0.676,NA,677,84.906,82.667,Aesc
GLM_RUN3_PA1,ROC,0.884,NA,684.5,84.906,83.667,Aesc
GLM_RUN3_PA1,FAR,0.75,NA,919,5.66,99.667,Aesc
GLM_RUN3_PA1,ACCURACY,0.873,NA,777.5,73.585,89.333,Aesc
GLM_RUN3_PA1,SR,0.75,NA,919,5.66,99.667,Aesc
ANN_RUN3_PA1,TSS,0.72,NA,549,88.679,83.333,Aesc
ANN_RUN3_PA1,ROC,0.898,NA,550.5,88.679,83.333,Aesc
ANN_RUN3_PA1,FAR,1,NA,946,15.094,100,Aesc
ANN_RUN3_PA1,ACCURACY,0.892,NA,912.5,52.83,96,Aesc
ANN_RUN3_PA1,SR,1,NA,946,15.094,100,Aesc
RF_RUN3_PA1,TSS,0.751,NA,130,92.453,82.667,Aesc
RF_RUN3_PA1,ROC,0.952,NA,128,92.453,82.667,Aesc
RF_RUN3_PA1,FAR,0.929,NA,990,50.943,99,Aesc
RF_RUN3_PA1,ACCURACY,0.929,NA,980,58.491,99,Aesc
RF_RUN3_PA1,SR,0.929,NA,990,50.943,99,Aesc
GAM_RUN3_PA1,TSS,0.674,NA,562.5,83.019,84.333,Aesc
GAM_RUN3_PA1,ROC,0.887,NA,755.5,79.245,88.333,Aesc
GAM_RUN3_PA1,FAR,0.604,NA,927,54.717,93.667,Aesc
GAM_RUN3_PA1,ACCURACY,0.887,NA,863,73.585,91.333,Aesc
GAM_RUN3_PA1,SR,0.604,NA,927,54.717,93.667,Aesc
